Date,High,Low,Open,Close,Volume,Adj Close
2000-01-04,20700.0,18600.0,19000.0,20700.0,2028300.0,13968.1103515625
2000-01-05,22500.0,19500.0,21000.0,20800.0,4091600.0,14035.587890625
2000-01-06,21700.0,19100.0,21300.0,19700.0,1899300.0,13293.3193359375
2000-01-07,21100.0,20000.0,20900.0,20300.0,2206900.0,13698.1943359375
2000-01-10,21600.0,19750.0,21500.0,20000.0,1931800.0,13495.7568359375
2000-01-11,20500.0,19800.0,19800.0,20000.0,1779000.0,13495.7568359375
2000-01-12,20150.0,19400.0,20100.0,19450.0,1020400.0,13124.625
2000-01-13,19800.0,19000.0,19500.0,19500.0,1245300.0,13158.3642578125
2000-01-14,19600.0,18500.0,19500.0,18500.0,1720400.0,12483.576171875
2000-01-17,19050.0,18300.0,19050.0,18500.0,2114500.0,12483.576171875
2000-01-18,18500.0,17600.0,18500.0,17800.0,2558700.0,12011.224609375
2000-01-19,17500.0,16100.0,17400.0,16100.0,2608400.0,10864.0849609375
2000-01-20,16250.0,14950.0,15850.0,16200.0,2730900.0,10931.564453125
2000-01-21,17400.0,15500.0,15900.0,16200.0,2835700.0,10931.564453125
2000-01-24,16800.0,15800.0,15800.0,16000.0,2175700.0,10796.6064453125
2000-01-25,16150.0,15500.0,15700.0,15500.0,1751200.0,10459.2119140625
2000-01-26,16100.0,15300.0,15500.0,15950.0,2038000.0,10762.865234375
2000-01-27,17300.0,16200.0,16500.0,17150.0,3341400.0,11572.61328125
2000-01-28,17450.0,16500.0,17150.0,16800.0,2096800.0,11336.4375
2000-01-31,17350.0,16400.0,16600.0,17100.0,1725800.0,11538.873046875
2000-02-01,17700.0,16700.0,17500.0,17000.0,1815100.0,11471.3955078125
2000-02-02,18750.0,16700.0,17000.0,18300.0,4041700.0,12348.619140625
2000-02-03,18800.0,17650.0,18500.0,18550.0,4235500.0,12517.31640625
2000-02-04,18550.0,18550.0,18550.0,18550.0,0.0,12517.31640625
2000-02-07,18750.0,18050.0,18100.0,18500.0,2104800.0,12483.576171875
2000-02-08,19050.0,18100.0,18500.0,18100.0,2110200.0,12213.662109375
2000-02-09,18250.0,16800.0,18000.0,17000.0,2244100.0,11471.3955078125
2000-02-10,17200.0,16300.0,16700.0,16350.0,3117200.0,11032.783203125
2000-02-11,16850.0,15600.0,16400.0,15650.0,2220300.0,10560.431640625
2000-02-14,15500.0,14600.0,15200.0,14650.0,1836400.0,9885.64453125
2000-02-15,14550.0,13750.0,14200.0,13750.0,2240500.0,9278.3330078125
2000-02-16,14300.0,13150.0,14000.0,14000.0,2142500.0,9447.0302734375
2000-02-17,14900.0,14000.0,14400.0,14500.0,3180400.0,9784.4248046875
2000-02-18,14500.0,13700.0,14300.0,13700.0,1959000.0,9244.5947265625
2000-02-21,13700.0,12350.0,13700.0,12350.0,2101200.0,8333.6318359375
2000-02-22,12550.0,11650.0,12050.0,12200.0,2215000.0,8232.4130859375
2000-02-23,13900.0,12400.0,12550.0,13300.0,2683000.0,8974.6806640625
2000-02-24,13250.0,12400.0,13200.0,12500.0,1340400.0,8434.8515625
2000-02-25,13900.0,11850.0,12150.0,12900.0,2855800.0,8704.763671875
2000-02-28,12500.0,11800.0,12100.0,11850.0,1612000.0,7996.23583984375
2000-02-29,12650.0,11850.0,12300.0,12050.0,2117400.0,8131.1943359375
2000-03-01,12050.0,12050.0,12050.0,12050.0,0.0,8131.1943359375
2000-03-02,13450.0,12350.0,12550.0,13200.0,3646200.0,8907.19921875
2000-03-03,13950.0,12800.0,13200.0,13500.0,3028800.0,9109.63671875
2000-03-06,15500.0,13550.0,13900.0,15500.0,4842600.0,10459.2119140625
2000-03-07,15750.0,14300.0,15600.0,15000.0,4832700.0,10121.818359375
2000-03-08,15700.0,14150.0,14150.0,15000.0,3426300.0,10121.818359375
2000-03-09,15200.0,14050.0,15000.0,14050.0,2322800.0,9480.771484375
2000-03-10,14600.0,13550.0,14500.0,13600.0,2108500.0,9177.1162109375
2000-03-13,13400.0,12600.0,13400.0,12600.0,2207100.0,8502.3271484375
2000-03-14,13150.0,12600.0,12600.0,12950.0,1555300.0,8738.501953125
2000-03-15,12850.0,12300.0,12500.0,12700.0,1080200.0,8569.80859375
2000-03-16,13700.0,12700.0,13100.0,13200.0,1753600.0,8907.19921875
2000-03-17,14300.0,13750.0,14300.0,13900.0,3172100.0,9379.552734375
2000-03-20,14300.0,13600.0,13900.0,14000.0,1357800.0,9447.0302734375
2000-03-21,13950.0,13500.0,13900.0,13700.0,1003800.0,9244.5947265625
2000-03-22,14650.0,13800.0,14000.0,14000.0,1492800.0,9447.0302734375
2000-03-23,14200.0,13550.0,14000.0,13600.0,1079100.0,9177.1162109375
2000-03-24,15000.0,13500.0,13900.0,14400.0,2057900.0,9716.9453125
2000-03-27,14500.0,13550.0,14000.0,14400.0,1983400.0,9716.9453125
2000-03-28,14600.0,14000.0,14000.0,14150.0,2132000.0,9548.248046875
2000-03-29,14400.0,13850.0,14000.0,14000.0,2056400.0,9447.0302734375
2000-03-30,14500.0,13650.0,14000.0,14000.0,3234000.0,9447.0302734375
2000-03-31,13800.0,13300.0,13600.0,13400.0,1987600.0,9042.1591796875
2000-04-03,13950.0,13000.0,13300.0,13400.0,1626300.0,9042.1591796875
2000-04-04,13900.0,13350.0,13700.0,13900.0,1671700.0,9379.552734375
2000-04-05,13900.0,13900.0,13900.0,13900.0,0.0,9379.552734375
2000-04-06,13800.0,13200.0,13800.0,13300.0,1305300.0,8974.6806640625
2000-04-07,13500.0,12950.0,13300.0,13300.0,1466200.0,8974.6806640625
2000-04-10,14200.0,12850.0,13200.0,13400.0,2862800.0,9042.1591796875
2000-04-11,13600.0,13100.0,13500.0,13250.0,1159800.0,8940.9404296875
2000-04-12,13500.0,12950.0,13050.0,13100.0,1273100.0,8839.7216796875
2000-04-13,13100.0,13100.0,13100.0,13100.0,0.0,8839.7216796875
2000-04-14,13050.0,12450.0,12600.0,12750.0,1546000.0,8603.544921875
2000-04-17,12200.0,11300.0,11950.0,12000.0,1821600.0,8097.45556640625
